Geneid,Chr,Start,End,Strand,Length,DRR318288,DRR318289,DRR318290,DRR318291,DRR318292,DRR318293,DRR318294,DRR318295,DRR318296,DRR318297,DRR318298,DRR318299
aten_0.1.m1.28397,Sc0000107,528270,531216,-,2947,0,0,0,1,1,0,0,0,0,0,0,0
aten_0.1.m1.28403,Sc0000107,723678,725016,+,1339,0,0,0,1,0,0,0,0,0,0,0,0
aten_0.1.m1.28405,Sc0000107,697784,701389,+,3606,3,0,0,5,0,1,6,5,2,10,1,0
aten_0.1.m1.28406,Sc0000107,684778,690055,+,5278,11,14,0,10,4,1,3,1,3,3,1,3
aten_0.1.m1.28407,Sc0000107,747047,752174,+,5128,1,1,0,1,0,1,2,1,0,0,0,3
aten_0.1.m1.28408,Sc0000107,743609,746524,-,2916,7,1,1,10,4,1,4,1,0,1,0,0
aten_0.1.m1.28412,Sc0000107,704422,704847,-,426,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28413,Sc0000107,675824,677289,-,1466,0,0,0,3,0,0,0,0,2,0,0,0
aten_0.1.m1.28418,Sc0000107,760849,802238,-,41390,555,707,266,378,613,222,614,238,242,104,276,318
aten_0.1.m1.28419,Sc0000107,882727,885128,-,2402,53,0,61,0,66,7,3,71,98,87,60,74
aten_0.1.m1.28420,Sc0000107,847207,852620,-,5414,1,2,6,0,0,0,0,0,1,0,0,0
aten_0.1.m1.28424,Sc0000107,917059,922120,+,5062,1,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28425,Sc0000107,959235,963739,+,4505,0,10,1,2,3,3,0,3,0,0,0,2
aten_0.1.m1.28429,Sc0000107,986923,990101,+,3179,2,13,1,2,6,3,0,5,0,0,0,0
aten_0.1.m1.28430,Sc0000107,1005040,1007707,-,2668,0,0,0,1,0,0,0,0,0,1,0,0
aten_0.1.m1.28431,Sc0000107,1008060,1012563,-,4504,0,0,0,0,3,1,0,0,0,0,3,0
aten_0.1.m1.28432,Sc0000107,1214601,1216291,+,1691,0,0,0,0,0,0,0,0,3,0,0,0
aten_0.1.m1.28433,Sc0000107,1159444,1161567,+,2124,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28436,Sc0000107,1204006,1207321,-,3316,0,0,3,2,0,0,2,0,0,1,1,0
aten_0.1.m1.28437,Sc0000107,1148098,1194364,-,46267,53,144,19,57,98,57,39,50,56,100,23,35
aten_0.1.m1.28438,Sc0000107,1105945,1108614,-,2670,10,89,48,0,84,61,12,43,81,49,13,11
aten_0.1.m1.28441,Sc0000108,36930,37205,+,276,0,0,0,6,0,0,0,0,0,0,0,0
aten_0.1.m1.28442,Sc0000108,37270,39694,-,2425,1,2,1,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28444,Sc0000108,30899,31501,-,603,1,2,0,2,0,0,0,0,0,1,0,0
aten_0.1.m1.28445,Sc0000108,18713,20981,+,2269,0,0,0,1,1,0,0,4,0,1,0,1
aten_0.1.m1.28446,Sc0000108,88350,102260,+,13911,1,4,0,3,2,1,5,2,3,2,0,0
aten_0.1.m1.28447,Sc0000108,170916,176145,+,5230,2,0,0,0,0,1,0,0,0,0,0,0
aten_0.1.m1.28448,Sc0000108,73333,75608,+,2276,0,0,0,0,0,0,1,2,1,0,6,0
aten_0.1.m1.28450,Sc0000108,49157,58897,+,9741,54,8,102,18,15,32,30,11,3,21,16,26
aten_0.1.m1.28452,Sc0000108,171961,176265,-,4305,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28453,Sc0000108,165125,167314,-,2190,0,2,0,1,1,1,0,0,0,0,0,0
aten_0.1.m1.28454,Sc0000108,64977,66484,-,1508,0,6,1,0,1,1,0,3,2,35,0,0
aten_0.1.m1.28457,Sc0000108,282819,286581,-,3763,0,0,2,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28458,Sc0000108,247767,248261,-,495,0,0,2,0,0,3,0,0,1,2,0,1
aten_0.1.m1.28459,Sc0000108,220617,221135,-,519,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28460,Sc0000108,224936,227228,-,2293,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28462,Sc0000108,252202,253754,-,1553,0,0,1,0,11,7,2,2,40,16,26,28
aten_0.1.m1.28463,Sc0000108,260065,264016,-,3952,1,4,10,5,0,0,5,1,0,5,8,3
aten_0.1.m1.28464,Sc0000108,291435,293494,+,2060,0,0,1,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28466,Sc0000108,369292,377980,-,8689,2,0,2,2,1,0,0,0,1,0,0,2
aten_0.1.m1.28468,Sc0000108,341950,347434,-,5485,0,0,0,0,0,0,0,0,0,1,0,0
aten_0.1.m1.28469,Sc0000108,411525,412695,+,1171,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28470,Sc0000108,481136,485440,+,4305,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28472,Sc0000108,452353,453511,+,1159,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28476,Sc0000108,476681,485990,-,9310,58,33,24,26,6,10,12,2,13,2,1,0
aten_0.1.m1.28477,Sc0000108,384958,392067,-,7110,0,2,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28478,Sc0000108,458815,461197,+,2383,4,1,7,2,0,0,0,2,0,0,0,0
aten_0.1.m1.28479,Sc0000108,467238,468444,+,1207,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28480,Sc0000108,508371,510523,+,2153,0,1,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28482,Sc0000108,574676,577643,-,2968,6,14,1,5,7,119,5,1,0,137,2,171
aten_0.1.m1.28483,Sc0000108,636833,642230,-,5398,12,2,0,14,0,3,3,2,2,0,5,2
aten_0.1.m1.28484,Sc0000108,667474,667957,-,484,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28485,Sc0000108,580422,584862,-,4441,117,80,4,265,49,184,63,43,122,498,117,553
aten_0.1.m1.28488,Sc0000108,751766,766095,-,14330,9,0,2,8,1,5,5,4,4,0,3,5
aten_0.1.m1.28492,Sc0000108,790887,794273,+,3387,0,2,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28495,Sc0000108,907750,912462,-,4713,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28496,Sc0000108,834903,867367,-,32465,306,532,360,1375,443,649,378,576,607,158,622,161
aten_0.1.m1.28497,Sc0000108,955665,956063,-,399,2,0,0,0,0,0,0,0,0,1,3,0
aten_0.1.m1.28499,Sc0000108,877039,896910,-,19872,136,171,211,258,51,92,55,230,325,287,255,84
aten_0.1.m1.28500,Sc0000108,812231,828555,-,16325,90,52,131,4,40,37,16,12,30,5,32,4
aten_0.1.m1.28501,Sc0000108,1069018,1073449,+,4432,0,7,0,4,1,3,0,2,3,3,0,1
aten_0.1.m1.28502,Sc0000108,1039640,1052695,+,13056,626,400,172,1651,406,291,416,356,689,1219,647,698
aten_0.1.m1.28506,Sc0000108,1065110,1065847,-,738,0,1,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28509,Sc0000108,1134881,1135438,+,558,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28510,Sc0000108,1116198,1117483,+,1286,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28511,Sc0000108,1105692,1112609,-,6918,1,3,0,10,3,3,0,0,0,6,2,1
aten_0.1.m1.28512,Sc0000108,1135902,1137252,+,1351,0,0,0,0,2,0,4,0,0,0,0,1
aten_0.1.m1.28515,Sc0000109,19983,20610,+,628,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28516,Sc0000109,65299,71661,-,6363,152,130,111,229,50,135,151,64,87,78,100,39
aten_0.1.m1.28517,Sc0000109,72650,78399,-,5750,178,190,124,300,75,172,207,64,120,141,185,53
aten_0.1.m1.28518,Sc0000109,49900,51393,-,1494,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28519,Sc0000109,52924,57726,-,4803,6,5,1,4,8,2,1,1,1,2,0,1
aten_0.1.m1.28520,Sc0000109,10432,36887,-,26456,378,404,347,540,218,196,244,251,555,311,703,507
aten_0.1.m1.28521,Sc0000109,164303,170485,+,6183,4211,5053,4987,4546,25999,21917,23595,16861,27320,30775,36099,24976
aten_0.1.m1.28522,Sc0000109,80073,90823,+,10751,81,116,81,109,19,212,121,28,88,30,47,41
aten_0.1.m1.28523,Sc0000109,155409,157364,+,1956,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28524,Sc0000109,123128,158499,-,35372,2120,2538,3553,3454,2354,2289,2060,1859,2458,3409,2590,1963
aten_0.1.m1.28525,Sc0000109,95719,97961,-,2243,0,5,0,0,1,2,2,4,5,0,4,2
aten_0.1.m1.28526,Sc0000109,93466,94226,-,761,2,0,1,0,2,0,0,0,1,0,0,0
aten_0.1.m1.28527,Sc0000109,179671,198097,+,18427,5599,6607,8985,9651,5744,5752,6012,4845,3593,3471,4633,2874
aten_0.1.m1.28528,Sc0000109,205608,233764,+,28157,2522,2771,3490,2639,1291,1442,1567,1268,2020,2111,1697,1631
aten_0.1.m1.28529,Sc0000109,175242,175937,+,696,3,6,0,6,0,0,2,2,0,0,0,0
aten_0.1.m1.28530,Sc0000109,236463,262996,-,26534,1817,1871,1576,2210,1012,1867,1168,1066,1880,1584,2045,1695
aten_0.1.m1.28531,Sc0000109,264445,302054,+,37610,6350,7395,6231,7116,6531,6068,6828,5651,8868,9385,10214,8444
aten_0.1.m1.28533,Sc0000109,358618,360914,+,2297,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28534,Sc0000109,318987,344683,-,25697,1368,1656,2088,1900,1430,1297,1544,1444,2782,3389,3328,3019
aten_0.1.m1.28535,Sc0000109,354687,386168,-,31482,3075,3177,3737,3789,2385,2803,2734,2192,3769,3892,4127,3012
aten_0.1.m1.28538,Sc0000109,392290,399427,+,7138,5550,5207,10598,7903,8587,5321,10941,7259,3616,4911,4638,2432
aten_0.1.m1.28539,Sc0000109,435578,454382,+,18805,2065,4704,1471,1020,1212,1422,1804,1035,2051,1607,1280,1454
aten_0.1.m1.28541,Sc0000109,480465,483614,+,3150,75,218,3,18,6,25,15,9,96,25,28,23
aten_0.1.m1.28542,Sc0000109,472912,479760,+,6849,0,3,39,0,25,8,67,36,0,0,0,2
aten_0.1.m1.28544,Sc0000109,456823,458586,+,1764,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28546,Sc0000109,406064,426311,-,20248,473,746,1,208,423,6,505,445,1487,967,1316,1098
aten_0.1.m1.28548,Sc0000109,399708,400108,-,401,0,2,0,0,0,0,0,4,2,0,0,0
aten_0.1.m1.28549,Sc0000109,530678,531806,+,1129,1,0,0,2,4,0,8,0,0,0,0,0
aten_0.1.m1.28551,Sc0000109,577377,582704,+,5328,20732,20466,25505,26564,27550,21720,28247,22893,5504,4643,8521,4621
aten_0.1.m1.28553,Sc0000109,588700,589719,-,1020,572,611,655,528,201,277,262,182,1073,1150,1066,936
aten_0.1.m1.28554,Sc0000109,545764,546480,+,717,0,3,6,1,2,0,0,6,0,0,0,0
aten_0.1.m1.28555,Sc0000109,524684,525026,+,343,1,3,2,0,1,0,0,2,0,0,0,0
aten_0.1.m1.28556,Sc0000109,546506,547026,+,521,2,0,0,0,0,0,1,0,0,0,0,0
aten_0.1.m1.28557,Sc0000109,590010,599678,+,9669,1820,2061,2019,1634,1281,1522,1564,1257,4472,5319,5134,4149
aten_0.1.m1.28558,Sc0000109,644684,667407,+,22724,903,1065,1104,1214,684,775,934,734,945,983,1135,781
aten_0.1.m1.28559,Sc0000109,631917,641730,+,9814,456,555,622,643,451,522,616,378,688,695,661,530
aten_0.1.m1.28560,Sc0000109,680697,682617,-,1921,523,510,542,547,397,523,422,335,640,606,709,727
aten_0.1.m1.28561,Sc0000109,620180,631384,-,11205,1044,1538,1413,1548,1132,1076,1045,941,616,998,509,483
aten_0.1.m1.28562,Sc0000109,642868,644459,-,1592,1331,1339,1191,1125,972,793,832,712,1287,1158,1480,1063
aten_0.1.m1.28563,Sc0000109,649993,651336,-,1344,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28564,Sc0000109,598070,617225,-,19156,1602,1805,2351,2071,1617,1803,1900,1555,755,902,719,669
aten_0.1.m1.28565,Sc0000109,668804,676103,-,7300,1450,1512,1682,1841,471,650,616,579,1125,1070,994,856
aten_0.1.m1.28567,Sc0000109,699002,736986,+,37985,4149,5368,5498,5885,3228,3360,3659,2886,6517,7181,7262,5239
aten_0.1.m1.28568,Sc0000109,676123,678024,+,1902,377,349,411,411,134,98,128,124,369,391,422,291
aten_0.1.m1.28570,Sc0000109,682657,692668,+,10012,1834,2235,2235,2134,1484,1648,1763,1342,1324,1097,1225,830
aten_0.1.m1.28571,Sc0000109,671920,672312,+,393,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28574,Sc0000109,736551,745812,-,9262,419,656,432,324,407,351,367,365,406,241,287,194
aten_0.1.m1.28577,Sc0000109,832646,833801,+,1156,7,7,11,1,6,0,0,1,5,0,1,0
aten_0.1.m1.28578,Sc0000109,824151,827659,-,3509,173,20,134,199,7,54,60,0,50,19,98,46
aten_0.1.m1.28579,Sc0000109,766391,778404,-,12014,139,171,86,182,106,137,91,114,135,92,80,59
aten_0.1.m1.28580,Sc0000109,835720,839094,-,3375,93,284,349,148,193,211,338,117,147,92,55,119
aten_0.1.m1.28581,Sc0000109,792199,807598,-,15400,67,135,32,15,64,47,69,65,86,88,56,34
aten_0.1.m1.28583,Sc0000109,817283,820805,-,3523,1,1,1,0,0,0,1,0,1,0,0,0
aten_0.1.m1.28585,Sc0000109,788399,790615,+,2217,2,0,1,0,0,0,0,0,2,0,0,0
aten_0.1.m1.28586,Sc0000109,812138,813155,-,1018,0,0,0,0,0,0,4,2,0,0,0,0
aten_0.1.m1.28587,Sc0000109,896650,909678,+,13029,325,436,558,839,210,293,231,165,131,224,123,73
aten_0.1.m1.28588,Sc0000109,942831,948248,+,5418,1,0,1,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28589,Sc0000109,883035,883916,+,882,2,0,4,1,1,1,0,1,3,5,4,2
aten_0.1.m1.28591,Sc0000109,881082,882800,+,1719,0,2,2,2,0,0,8,2,1,3,2,11
aten_0.1.m1.28592,Sc0000109,910527,929202,-,18676,3214,3321,3785,3459,2132,2618,2630,2110,3064,4022,3066,2368
aten_0.1.m1.28594,Sc0000109,947722,952023,-,4302,0,0,65,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28596,Sc0000109,995825,1001340,+,5516,0,0,0,1,0,2,0,0,0,2,0,0
aten_0.1.m1.28597,Sc0000109,1063060,1064221,+,1162,0,3,2,3,0,0,2,2,0,2,5,0
aten_0.1.m1.28598,Sc0000109,1074167,1079424,+,5258,67,82,124,102,42,109,32,37,86,84,163,101
aten_0.1.m1.28599,Sc0000109,1038132,1038878,-,747,0,3,2,4,0,5,0,1,4,3,7,1
aten_0.1.m1.28600,Sc0000109,1063914,1072052,-,8139,7,9,5,18,9,13,17,13,15,28,15,4
aten_0.1.m1.28601,Sc0000109,1054842,1055396,-,555,2,3,1,2,0,4,0,0,0,7,6,0
aten_0.1.m1.28602,Sc0000109,1131805,1133121,+,1317,8,13,2,18,2,1,9,5,12,12,12,1
aten_0.1.m1.28606,Sc0000109,1144010,1151864,+,7855,45,54,174,85,29,85,26,28,63,57,106,71
aten_0.1.m1.28607,Sc0000109,1123718,1125262,-,1545,2,0,0,4,0,5,0,0,3,1,2,0
aten_0.1.m1.28610,Sc0000109,1213697,1215283,-,1587,0,0,0,2,0,1,0,0,3,2,3,2
aten_0.1.m1.28611,Sc0000110,47615,60351,+,12737,9,12,1,2,5,4,6,1,20,16,5,6
aten_0.1.m1.28612,Sc0000110,11,2529,+,2519,6,0,2,8,0,0,0,0,2,2,4,0
aten_0.1.m1.28613,Sc0000110,22208,29450,+,7243,5,0,0,2,0,0,0,0,2,7,2,2
aten_0.1.m1.28614,Sc0000110,30085,32497,+,2413,6,0,2,11,1,0,0,0,5,4,4,0
aten_0.1.m1.28615,Sc0000110,3859,19982,-,16124,49,48,55,104,53,28,72,49,32,7,30,19
aten_0.1.m1.28616,Sc0000110,33820,45813,-,11994,64,47,50,137,41,36,56,46,29,8,25,22
aten_0.1.m1.28617,Sc0000110,81598,100420,+,18823,2010,2419,2304,2007,1920,1847,2164,1784,2472,3040,2337,2142
aten_0.1.m1.28618,Sc0000110,116140,125875,+,9736,1375,1619,1697,1412,1145,1152,1367,1088,1664,2031,1660,1509
aten_0.1.m1.28619,Sc0000110,174025,174510,+,486,1,2,9,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28620,Sc0000110,63814,75403,+,11590,789,812,1040,729,666,689,689,529,1000,1103,1121,785
aten_0.1.m1.28621,Sc0000110,71007,81417,-,10411,384,351,289,456,141,182,209,129,782,930,847,492
aten_0.1.m1.28622,Sc0000110,135697,151827,-,16131,792,231,782,782,684,482,875,507,1078,1132,1339,466
aten_0.1.m1.28623,Sc0000110,108964,110034,-,1071,76,97,139,115,104,112,113,48,87,83,79,58
aten_0.1.m1.28624,Sc0000110,125256,133238,-,7983,394,610,529,556,154,164,218,174,529,462,642,530
aten_0.1.m1.28625,Sc0000110,238259,245404,+,7146,712,973,1008,673,374,480,420,305,391,373,376,290
aten_0.1.m1.28626,Sc0000110,246445,255885,+,9441,430,618,519,517,482,343,526,421,296,334,249,265
aten_0.1.m1.28627,Sc0000110,218259,225216,+,6958,292,192,267,282,119,127,195,109,324,179,314,173
aten_0.1.m1.28628,Sc0000110,226613,232095,+,5483,433,379,653,546,41,42,35,43,31,22,30,26
aten_0.1.m1.28629,Sc0000110,232575,233024,+,450,69,97,95,102,10,13,10,14,6,1,5,4
aten_0.1.m1.28630,Sc0000110,284549,287411,-,2863,8752,11002,6506,6043,3960,6692,7095,4591,8181,7997,7922,7011
aten_0.1.m1.28631,Sc0000110,233643,238029,-,4387,86,95,98,134,18,5,8,7,7,6,2,4
aten_0.1.m1.28632,Sc0000110,253362,262365,-,9004,1654,1823,1521,1313,1044,1210,1219,934,2084,2403,2256,1813
aten_0.1.m1.28633,Sc0000110,263835,283958,-,20124,6323,9946,6625,7097,4557,5584,6518,5547,3083,1807,1477,2903
aten_0.1.m1.28634,Sc0000110,175585,193682,-,18098,1353,1463,1476,1739,1180,994,1033,765,1651,1496,1796,1323
aten_0.1.m1.28638,Sc0000110,287497,292723,+,5227,732,784,746,661,127,209,189,189,647,660,581,553
aten_0.1.m1.28639,Sc0000110,329932,331686,+,1755,17,27,59,16,8,5,6,2,3,10,0,4
aten_0.1.m1.28640,Sc0000110,341034,360478,+,19445,10151,11234,9465,8747,5794,7308,7731,6116,17599,16973,16479,14488
aten_0.1.m1.28641,Sc0000110,290461,291221,-,761,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28642,Sc0000110,361190,378553,-,17364,2410,2016,1622,2165,1314,1562,1274,1166,3456,3720,3802,2406
aten_0.1.m1.28643,Sc0000110,340361,342175,-,1815,201,298,179,246,102,105,148,110,157,98,64,118
aten_0.1.m1.28644,Sc0000110,318000,325322,-,7323,3494,4111,4364,3876,3628,3488,3545,3265,2193,1933,2248,1839
aten_0.1.m1.28645,Sc0000110,295655,308575,-,12921,2059,2373,2439,2705,2671,2131,2325,1833,1672,1811,1924,1340
aten_0.1.m1.28647,Sc0000110,312882,317078,-,4197,1603,1857,1905,1517,1173,1326,1414,1105,630,698,719,560
aten_0.1.m1.28648,Sc0000110,438964,451400,+,12437,84,68,65,104,59,43,65,59,49,28,44,21
aten_0.1.m1.28649,Sc0000110,418017,427633,+,9617,524,650,234,360,186,317,550,246,992,567,634,602
aten_0.1.m1.28650,Sc0000110,383986,396941,+,12956,2394,2324,2262,2452,1220,1449,1587,1203,1351,1075,1086,712
aten_0.1.m1.28651,Sc0000110,411992,413176,-,1185,94,85,83,92,31,61,37,37,46,27,37,26
aten_0.1.m1.28652,Sc0000110,433241,437099,-,3859,107,128,143,99,72,91,48,54,118,117,139,67
aten_0.1.m1.28653,Sc0000110,398857,408515,-,9659,682,785,637,783,341,437,409,362,499,309,205,294
aten_0.1.m1.28654,Sc0000110,451265,470388,-,19124,171,43,7,84,0,17,12,1,1924,273,4748,480
aten_0.1.m1.28655,Sc0000110,397304,397558,-,255,222,203,244,223,128,116,166,127,121,106,92,98
aten_0.1.m1.28657,Sc0000110,489688,499986,+,10299,0,0,0,0,0,0,0,0,7,11,6,0
aten_0.1.m1.28658,Sc0000110,540103,543925,+,3823,118,98,65,33,30,43,3,1,47,19,47,0
aten_0.1.m1.28659,Sc0000110,570313,575464,+,5152,1397,1926,1897,1778,924,1048,962,853,1234,948,1084,833
aten_0.1.m1.28661,Sc0000110,532602,533609,-,1008,83,60,79,121,36,56,36,33,89,19,34,21
aten_0.1.m1.28662,Sc0000110,526849,527856,-,1008,36,39,53,72,20,32,48,25,54,19,27,23
aten_0.1.m1.28663,Sc0000110,548019,549026,-,1008,85,100,92,78,64,64,98,102,86,35,35,67
aten_0.1.m1.28664,Sc0000110,559446,563920,-,4475,330,149,140,381,66,66,76,51,289,174,202,87
aten_0.1.m1.28665,Sc0000110,501863,504947,-,3085,0,0,2,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28666,Sc0000110,646474,649766,+,3293,13,0,8,5,4,8,2,0,3,14,2,3
aten_0.1.m1.28668,Sc0000110,602694,608398,-,5705,54,11,47,21,11,3,57,13,287,336,211,48
aten_0.1.m1.28669,Sc0000110,578567,596810,-,18244,11,16,20,0,17,3,0,0,2,8,19,5
aten_0.1.m1.28670,Sc0000110,610549,617868,-,7320,42,31,20,7,8,5,17,4,17,21,17,12
aten_0.1.m1.28671,Sc0000110,631774,633625,-,1852,11,4,5,1,1,2,0,2,2,5,5,3
aten_0.1.m1.28673,Sc0000110,628737,629316,-,580,29,24,1,0,18,0,23,1,0,1,3,4
aten_0.1.m1.28674,Sc0000110,697092,699972,+,2881,7,25,1,8,14,9,1,5,10,7,2,0
aten_0.1.m1.28675,Sc0000110,742465,743972,+,1508,4,0,0,0,0,0,3,5,2,0,8,5
aten_0.1.m1.28676,Sc0000110,707861,711528,+,3668,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28677,Sc0000110,760857,765304,+,4448,10,9,19,4,1,3,1,0,1,8,5,4
aten_0.1.m1.28678,Sc0000110,686723,691147,+,4425,2,8,16,3,5,4,2,1,11,2,11,0
aten_0.1.m1.28680,Sc0000110,740124,742374,+,2251,0,0,5,0,0,0,0,2,5,0,3,4
aten_0.1.m1.28681,Sc0000110,735980,737288,-,1309,0,3,33,3,0,2,3,4,0,0,0,0
aten_0.1.m1.28682,Sc0000110,743992,745281,-,1290,1,2,4,0,2,0,2,1,1,2,1,1
aten_0.1.m1.28683,Sc0000110,700574,705467,-,4894,189,3,6,334,1,5,0,3,198,8,125,4
aten_0.1.m1.28685,Sc0000110,803314,809149,+,5836,0,1,7,3,0,1,1,2,0,0,0,0
aten_0.1.m1.28686,Sc0000110,794399,796896,+,2498,4,10,3,0,3,3,8,5,10,2,6,5
aten_0.1.m1.28689,Sc0000110,835560,837324,-,1765,4,4,4,14,4,1,2,12,4,10,0,12
aten_0.1.m1.28690,Sc0000110,870853,871491,-,639,4,0,0,4,4,0,1,3,7,0,2,4
aten_0.1.m1.28691,Sc0000110,888250,889268,-,1019,2,1,0,0,0,1,0,0,0,0,1,2
aten_0.1.m1.28692,Sc0000110,871594,872112,-,519,0,0,0,2,0,0,0,0,0,2,0,0
aten_0.1.m1.28693,Sc0000110,831503,832717,-,1215,0,0,0,2,0,0,6,0,1,1,0,0
aten_0.1.m1.28696,Sc0000110,954790,961028,+,6239,7,3,2,10,2,5,5,1,5,5,4,3
aten_0.1.m1.28697,Sc0000110,938027,941451,+,3425,11,0,35,3,23,15,9,9,29,0,30,0
aten_0.1.m1.28698,Sc0000110,908332,909990,+,1659,6,1,2,1,0,0,0,1,0,0,4,0
aten_0.1.m1.28699,Sc0000110,973755,979158,+,5404,2,8,7,6,4,0,7,9,12,23,10,7
aten_0.1.m1.28700,Sc0000110,895322,896119,+,798,1,8,8,10,0,6,14,7,0,4,3,2
aten_0.1.m1.28701,Sc0000110,966605,972287,+,5683,12,29,23,21,8,38,23,10,26,20,24,18
aten_0.1.m1.28702,Sc0000110,962332,962958,-,627,0,1,0,0,2,2,3,0,0,0,3,0
aten_0.1.m1.28703,Sc0000110,963829,964128,-,300,0,0,0,0,2,0,0,0,2,0,3,0
aten_0.1.m1.28704,Sc0000110,924475,925059,-,585,4,2,2,0,1,0,0,0,1,3,2,1
aten_0.1.m1.28705,Sc0000110,923456,924471,-,1016,10,3,8,1,3,0,1,3,6,6,7,0
aten_0.1.m1.28707,Sc0000110,989805,995937,+,6133,26,9,8,22,6,9,15,12,9,27,17,12
aten_0.1.m1.28709,Sc0000110,996369,997309,+,941,4,13,10,18,4,5,15,9,13,19,6,10
aten_0.1.m1.28713,Sc0000110,1052852,1055027,+,2176,21,8,14,11,8,19,19,8,13,31,26,16
aten_0.1.m1.28714,Sc0000110,1063902,1064180,+,279,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28716,Sc0000110,1033280,1051049,+,17770,59,89,89,107,42,54,47,65,115,125,86,83
aten_0.1.m1.28718,Sc0000110,1031427,1031834,-,408,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28719,Sc0000110,1060130,1068753,-,8624,7,26,40,77,17,37,27,14,36,28,24,34
aten_0.1.m1.28722,Sc0000110,1200444,1203437,+,2994,65,1,61,72,25,0,34,3,137,69,114,26
aten_0.1.m1.28723,Sc0000110,1122610,1129177,-,6568,121,82,122,189,91,47,75,73,88,113,75,82
aten_0.1.m1.28724,Sc0000110,1154358,1165308,-,10951,213,167,538,717,174,112,195,226,209,289,201,173
aten_0.1.m1.28725,Sc0000110,1145988,1146403,-,416,1,0,0,3,1,0,0,3,6,0,0,0
aten_0.1.m1.28726,Sc0000111,42819,43767,+,949,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28728,Sc0000111,122670,156318,+,33649,207,190,90,249,86,171,83,172,229,130,210,230
aten_0.1.m1.28729,Sc0000111,170431,175312,+,4882,81,78,193,482,21,36,22,23,52,198,39,67
aten_0.1.m1.28730,Sc0000111,157580,162165,+,4586,0,0,0,2,0,0,1,0,0,2,0,0
aten_0.1.m1.28731,Sc0000111,102005,103448,-,1444,0,0,0,0,0,1,0,0,0,0,0,0
aten_0.1.m1.28732,Sc0000111,47644,51879,-,4236,16,19,32,14,9,10,21,15,27,18,19,19
aten_0.1.m1.28734,Sc0000111,121073,121821,-,749,0,5,0,5,2,0,6,0,0,0,0,0
aten_0.1.m1.28736,Sc0000111,207272,219881,+,12610,314,339,316,6,67,155,80,119,319,543,322,565
aten_0.1.m1.28737,Sc0000111,189589,203762,+,14174,10,18,7,69,4,6,7,3,9,37,7,16
aten_0.1.m1.28738,Sc0000111,235796,236450,+,655,0,3,0,0,0,0,0,0,0,0,0,1
aten_0.1.m1.28739,Sc0000111,185982,187819,+,1838,0,10,0,19,6,0,0,0,0,5,0,0
aten_0.1.m1.28741,Sc0000111,204426,207268,-,2843,6,13,17,11,9,5,15,4,8,4,8,9
aten_0.1.m1.28744,Sc0000111,224057,225305,-,1249,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28746,Sc0000111,309766,313183,-,3418,0,0,0,4,0,0,0,0,0,1,0,0
aten_0.1.m1.28747,Sc0000111,286259,292126,-,5868,0,0,0,0,0,0,0,0,0,0,0,0
